ResourceID,brocade.id,card,order,adm.isadPartOf,adm.volgnummer,adm.acquiredVia,adm.note,adm.inv,adm.plaatsingsnummer,adm.magazijnplaats,adm.magazijnplaats_alt6
5c9c2f9c-1b60-5e2a-b588-bd600033ec6a,tg:lhhs:12858,Items,1,isad:lh:91202,S 59 / 4431,tr:lh:7336,,186731/7a-m,,,
72bb5dbc-c20b-5f02-ba5c-c21d4e761b33,tg:lhhs:8946,Items,1,isad:lh:86026,,tr:lh:7855,,203223,B 7307 / H (35),,
6fc4c8ed-01ca-5b58-b6ae-ebb8dad5abdf,tg:lhhs:10865,Items,1,isad:lh:90139,,tr:lh:2857,,56546,W 353 / H (4),,
5001d9f2-6d9c-5765-9e3c-bc06ed85cc02,tg:lhhs:11777,Items,1,isad:lh:90721,,tr:lh:7682,,203501,T 262 / H (3),,
6d8083e6-6b01-5ecc-bcba-6ee17afff80d,tg:lhhs:9654,Items,1,isad:lh:89860,,tr:lh:4581,,87899/5,B 74177 / H (2),,
2902b5cf-692c-59a5-bc85-bcf49721255b,tg:lhhs:20929,Items,1,isad:lh:179197,,tr:lh:140276,,,G 3633 / H (3),,
547b8190-5e57-5071-8eca-9af122bbbf99,tg:lhhs:251,Items,1,isad:lh:142643,,tr:lh:5535,,110443,S 935 / H (25),,
a90e9179-939e-518e-8077-fc811b7aba54,tg:lhhs:14575,Items,1,isad:lh:91916,,tr:lh:9981,,219580,F 404 / H,,
bb4d9f80-fbe7-570a-bd7d-45e0abc8e0f6,tg:lhhs:16548,Items,1,isad:lh:90645,,tr:lh:5510,,114040,L 2054 / H (1),,
8877357b-033e-5a96-94a2-5fc6bdb4a455,tg:lhhs:4066,Items,1,isad:lh:87654,,tr:lh:4747,,92193/f,L 437 / H (1),,
b6cc8c1c-ff00-5c72-b3e5-b45a1f103a67,tg:lhhs:18805,Items,1,isad:lh:155904,,tr:lh:187,,2849,,,
2e128a16-3c39-5962-9409-11d75d4adeef,tg:lhhs:1634,Items,1,isad:lh:86690,,tr:lh:6090,,139349/28-47,A 315 / H (8),,
05774ed9-cf0e-5fb6-9ad9-171e16049dd2,tg:lhhs:3609,Items,1,isad:lh:87344,,tr:lh:4456,,86014/1,R 5845 / H (11),,
1f829f5d-a4ec-5fd4-9c0f-6550031f36b1,tg:lhhs:20883,Items,1,isad:lh:175291,L 179 /,tr:lh:140162,,,,,
f4436af3-3625-5399-875d-934222949527,tg:lhhs:11327,Items,1,isad:lh:90617,,tr:lh:5767,,118510/3,D 9653 / H (2),,
915c109f-1a88-56c0-81d4-893cd339acd9,tg:lhhs:9204,Items,1,isad:lh:159692,,tr:lh:7140,,178284,B 716 / H (13),,
235fa5ee-1001-5da9-a749-8811921e1769,tg:lhhs:14125,Items,1,isad:lh:182485,,,,218295,L 179 / H (46),,
48b73194-744e-5211-9bc6-953ed9c83ba5,tg:lhhs:601,Items,1,isad:lh:86225,,tr:lh:3264,,64834/1a - c,"G 994 / H (Doos 12, map C)",,
fb461a87-4fc3-5c79-8c4b-f47ee46a1314,tg:lhhs:4436,Items,1,isad:lh:87806,,tr:lh:3672,,71071/291,B 675 / H (4),,
4b8f550c-1df0-58b6-8c00-812858f589ea,tg:lhhs:18556,Items,1,isad:lh:154579,,tr:lh:1228,,21470/1,,,
ec6da468-bc38-568e-8d59-5269ad2fc4a6,tg:lhhs:2448,Items,1,isad:lh:87078,,tr:lh:6413,,151608/5b-s,W 256 / B2 ((Periode Ludo Simons 1969-1984) 15),,
d6d6033e-bf78-5e41-bdfb-245067f723f3,tg:lhhs:8045,Items,1,isad:lh:89307,,tr:lh:6861,,169826/a-k,W 144 / H (2),,
3dc95c6c-f7ec-5b3d-848c-5f8d3f0428ef,tg:lhhs:17359,Items,1,isad:lh:87290,,tr:lh:594,,11367/70,B 365 / H (4),,
e021af4f-5451-5b21-8a08-040b051c6130,tg:lhhs:15364,Items,1,isad:lh:120561,,tr:lh:103960,,,,,
3f4941e5-ed55-5c9c-abaa-2c32a0c7f5f9,tg:lhhs:4965,Items,1,isad:lh:88035,,tr:lh:7412,,196514/2,Z 3165 / H,,
94eb7e8f-3e43-5e1d-a158-33de6b72963f,tg:lhhs:6958,Items,1,isad:lh:88791,,tr:lh:5195,,102803,M 1529 / H (3),,
7be15ff7-e10f-5791-ac47-5442fb9084c2,tg:lhhs:5677,Items,1,isad:lh:88289,,tr:lh:4456,,86023/2,R 8963 / H (1),,
9eac7da9-488f-57f5-83ec-fbfa9c342452,tg:lhhs:2018,Items,1,isad:lh:86851,,tr:lh:7849,,202617,T 48399 / H,,
611ddbaa-4b4a-5141-9c7c-9a7d5c8ffc1a,tg:lhhs:18106,Items,1,isad:lh:120613,,tr:lh:6043,,135177,W 803 / H (23),,
d84772f9-a1a2-512d-acdf-afe3048273ed,tg:lhhs:8415,Items,1,isad:lh:89470,,tr:lh:6136,,141469/a en b,H 14303 / H (1),,
79084484-4478-5947-a4a4-ccb9a3447700,tg:lhhs:10536,Items,1,isad:lh:90331,,tr:lh:7712,,200397,LL 23 / H (9),,
3816a108-a06d-5849-bd1b-134fe860a2db,tg:lhhs:20180,Items,1,isad:lh:86303,,tr:lh:110466,,,D 125 / H (75),,
9d559740-3568-5a3a-8202-2501b17f421f,tg:lhhs:14826,Items,1,isad:lh:91968,,tr:lh:4737,,90790/1-45,M 335 / H (18),,
f1bb6906-768b-5a9b-bc8a-588e86886a24,tg:lhhs:17709,Items,1,isad:lh:135226,B 708 / 349,tr:lh:3402,,150.291/a-b,,,
96dbfebe-2855-5715-b4f9-9c31bbbc8b1d,tg:lhhs:15734,Items,1,isad:lh:120274,C 2756 / 168,tr:lh:110434,,,,,
e1e8322a-317a-573d-b081-ef32f7a45a12,tg:lhhs:5227,Items,1,isad:lh:88142,,tr:lh:270,,5253,E 285 / H (3),,
fd602f00-7ffd-596a-a6a0-f508ca23381f,tg:lhhs:15221,Items,1,isad:lh:103341,E 285 / 83,tr:lh:9330,,,,,
4993cbce-beab-5840-8c95-6cc0d0f33056,tg:lhhs:4820,Items,1,isad:lh:87974,,tr:lh:2349,,44902/2,C 349 / H (1),,
db49c265-1173-55f2-8161-aac56194d2bb,tg:lhhs:5732,Items,1,isad:lh:88289,,tr:lh:4456,,86032/5,R 8963 / H (9),,
1470643c-494e-53fc-84c1-fcfee0bca741,tg:lhhs:18413,Items,1,isad:lh:153941,,tr:lh:3079,,61210,,,
82105946-4474-5f52-90c1-2db5da090832,tg:lhhs:20495,Items,1,isad:lh:175291,,tr:lh:140162,,,,,
ab57e0e5-50de-5717-9912-a62ad25da500,tg:lhhs:10023,Items,1,isad:lh:89986,,tr:lh:804,,14893,W 353 / H (1),,
f21dfc4b-361d-5337-9ac9-d1388bf8e746,tg:lhhs:8100,Items,1,isad:lh:89316,,tr:lh:6861,,169816/27,W 144 / H (5),,
776dfafa-db3b-57f0-a8fd-35eb950896fa,tg:lhhs:14963,Items,1,isad:lh:98284,B 3434 / 5,tr:lh:30772,,,,K1 A 15 E2,
f20a2240-2a8a-5eb8-95f1-2b154abd4441,tg:lhhs:10189,Items,1,isad:lh:90190,,tr:lh:2857,,56546,W 353 / H (6),,
60c8f773-2583-5999-b835-278117446b64,tg:lhhs:15671,Items,1,isad:lh:120105,,tr:lh:5989,,131331/a-b,W 803 / H (1 (59)),,
9457c037-2f61-54c6-a5e8-07a9ab1e2b14,tg:lhhs:5362,Items,1,isad:lh:88140,,tr:lh:2655,,52703/1 - 2,Z 317 / H ( 8 ),,
f04dc06c-4f1a-5141-8fc3-6edeaba60b02,tg:lhhs:5698,Items,1,isad:lh:88308,,tr:lh:3961,,75444,D 125 / H (16),,
d0065f67-5163-5de8-ae12-9cad88539ec1,tg:lhhs:18043,Items,1,isad:lh:151026,,tr:lh:3079,,61172,C 306 / H (4),,
5c6bd9b6-254a-57fb-941f-e68eb5e56add,tg:lhhs:10473,Items,1,isad:lh:90291,,tr:lh:7704,,200296/6,B 8596 / H (8),,
cd4d4dd9-4231-5298-9cc4-5f14fe66d091,tg:lhhs:8550,Items,1,isad:lh:162561,,tr:lh:7853,,203015,,,
5f7e6c0d-be49-548b-a7e3-0b65040ca9a8,tg:lhhs:14430,Items,1,isad:lh:91798,,tr:lh:9070,,218544/2c,N 135 / B1,,
9669368e-c57b-56a2-ace5-2e80e9758ccf,tg:lhhs:314,Items,1,isad:lh:86182,,tr:lh:7465,,197038/1,SS 386 / H,,
b07e593d-fcf0-5f71-899a-b0542e01c4d7,tg:lhhs:4123,Items,1,isad:lh:87736,,tr:lh:15,,300/3,B 517 / H (1),,
34055ca5-3789-5ea8-a587-5d98a912d610,tg:lhhs:19202,Items,1,isad:lh:158902,,tr:lh:1954,,35607/208-212,,,
d1792af8-6724-5af5-aa06-d03c9384527f,tg:lhhs:1321,Items,1,isad:lh:86515,,tr:lh:314,,6890/54,A 2012 / H,,
0683252a-d894-510f-a18d-e067db88f4e9,tg:lhhs:10920,Items,1,isad:lh:90137,,tr:lh:2857,,56546,W 353 / H (5),,
70f37f60-f7d9-5732-9b2f-0192b1ee75b3,tg:lhhs:8803,Items,1,isad:lh:89646,,tr:lh:4148,,80430/9,M 945 / H (4),,
bc0d340d-15fa-5ce9-b73b-b8edacd1673b,tg:lhhs:9711,Items,1,isad:lh:89892,,tr:lh:5966,,130351,B 7684 / H (3),,
3206adde-5b23-5689-84dd-e73d90d6e8d6,tg:lhhs:11632,Items,1,isad:lh:90693,,tr:lh:7712,,201082/1-10,LL 23 / H (31),,
2c605462-b446-5cd9-a7c4-ab791242dc04,tg:lhhs:11798,Items,1,isad:lh:90733,,tr:lh:5541,,109484,B 826 / H (6),,
a8e2a0bd-1750-5a87-971a-ce0e0f744b38,tg:lhhs:744,Items,1,isad:lh:86308,,tr:lh:1802,,32125/1a - g,"G 994 / H (Doos 4, map D)",,
5350efe3-c597-536a-be9c-2ff0bb347bfa,tg:lhhs:14060,Items,1,isad:lh:91551,,tr:lh:6503,,159704/1 - 67,V 39155 / H (7),,
bba73667-a3cd-5702-a882-06cd7f6554b0,tg:lhhs:4573,Items,1,isad:lh:87851,,tr:lh:1325,,22448,B 675 / H (7),,
40b752ee-eeb8-5991-8f13-1aa526e6daad,tg:lhhs:18940,Items,1,isad:lh:156711,,tr:lh:7601,,198772/a-z,,,
5e0fabe8-9f4f-5fe8-8664-a27b9edd52b8,tg:lhhs:19652,Items,1,isad:lh:163722,,tr:lh:4173,,80699/5,O 3945 / H (7),,
d30faff0-7ec0-50ee-be65-62e25f26ebae,tg:lhhs:1771,Items,1,isad:lh:86728,,tr:lh:6090,,139337/41,A 315 / H (10),,
8ffc9a2a-af62-5d5c-a794-bafd2b7ac897,tg:lhhs:4089,Items,1,isad:lh:87722,,tr:lh:5645,,113259/1,B 498 / H,,
eed4becb-b18f-52fe-955d-584eff5c6229,tg:lhhs:11262,Items,1,isad:lh:90139,,tr:lh:2857,,56546,W 353 / H (4),,
1d2fa8b9-d825-55e6-a04f-440331ccfefb,tg:lhhs:18690,Items,1,isad:lh:155529,,tr:lh:6049,,135732/1-3,,,
26d7561b-335b-53c0-a602-f9187064dca8,tg:lhhs:7076,Items,1,isad:lh:88842,,tr:lh:4268,,82788/13,M 1529 / H (13),,
e4ad790e-9d63-5a9e-90df-fa92c9eb9ae4,tg:lhhs:19982,Items,1,isad:lh:168619,,tr:lh:4489,,86489/4,,,
a9da8646-ddfc-5ae3-b030-bad258d7d7e2,tg:lhhs:20616,Items,1,isad:lh:175156,B 5948 / 56,tr:lh:97999,,,,,
d973187e-a956-5cb3-b446-559b71eebc01,tg:lhhs:15558,Items,1,isad:lh:118200,C 2756 / 17,tr:lh:110434,,,,,
5a2324c4-40b5-57a1-9341-8e44269b61fc,tg:lhhs:17565,Items,1,isad:lh:135526,B 708 / 221,tr:lh:3402,,,,,
0ab46a60-6144-5a54-a0b4-54826a9a5add,tg:lhhs:12767,Items,1,isad:lh:89793,S 59 / 4391,tr:lh:7336,,186858/1-123,,,
4dcceffd-0cff-56fe-86e6-f92ae07cba20,tg:lhhs:13875,Items,1,isad:lh:174378,,tr:lh:7657,,217976/1-4,G 3145 / H (5),,
5057c126-6553-5594-9c6a-d170abda9a80,tg:lhhs:894,Items,1,isad:lh:86234,,tr:lh:4671,,89274/10,"G 994 / H (Doos 3, map C)",,
5ab2c3ec-7653-5c9b-bcfe-a3802beb4c5d,tg:lhhs:11848,Items,1,isad:lh:90773,,tr:lh:9812,,36657,C 141 / H (1),,
b27a042e-4a33-5e7d-af9f-52b57bd5c849,tg:lhhs:2274,Items,1,isad:lh:86997,,tr:lh:5800,,120680/35-42,A 424 / H,,
4b67de81-bfd4-5679-a2e5-a85708f8fe2e,tg:lhhs:7426,Items,1,isad:lh:88987,,tr:lh:5800,,120478/1a-39g,B 921 / H (3),,
e21464c2-8389-5b64-9cac-e4e8f1663197,tg:lhhs:15108,Items,1,isad:lh:102916,G 3978 / 18,,,,,K1 B 34 C4,K1 B 34 E2
8720393d-73eb-5a82-9353-83a26ae302d7,tg:lhhs:20246,Items,1,isad:lh:173483,,tr:lh:3587,,69820,,,
bbbb8a67-2885-5d54-b4b4-e9fc70c4e26f,tg:lhhs:8229,Items,1,isad:lh:86643,,tr:lh:6411,,150820/2b,W 256 / B2 (Periode Westerlinck; 1945-1968 (1)),,
73a9b26e-6055-56c5-a657-d6a78c35a620,tg:lhhs:12337,Items,1,isad:lh:90937,,tr:lh:5657,,113769,T 176 / H (29),,
a4ef9225-2f5d-5c4a-bc51-2e786d6e0e3b,tg:lhhs:2624,Items,1,isad:lh:87186,,tr:lh:9967,,130705/2,B 1705 / H (2),,
84c053b6-bf55-524c-8fb8-d952ec714bd0,tg:lhhs:19828,Items,1,isad:lh:167575,,tr:lh:1751,,32874,,,
bd7b60ef-26d4-5a7d-86b6-b5eb4b5e7cbc,tg:lhhs:19081,Items,1,isad:lh:130323,D 9653 / 143 (22),tr:lh:126473,,,,,
c7710d56-e9cf-5c97-af93-b940cc2f078e,tg:lhhs:6667,Items,1,isad:lh:88668,,tr:lh:5232,,103252/1 - 7,W 7073 / H (4),,
6fd47073-01ea-5b29-8b36-9b720f9218b3,tg:lhhs:5948,Items,1,isad:lh:88421,,tr:lh:7333,,202748/34,W 79135 / H (8),,
50ccbc2a-4b61-5106-9398-b5a954a8acfa,tg:lhhs:7975,Items,1,isad:lh:89263,,tr:lh:2186,,41325,W 306 / H,,
b7ca0a93-5ab8-5f22-839c-697c5d58e584,tg:lhhs:21007,Items,1,isad:lh:175291,,tr:lh:140162,,,,,
5f386365-68b3-5780-965f-ef5ae2dac414,tg:lhhs:16374,Items,1,isad:lh:90981,,tr:lh:9770,,219486/1-84,T 176 / H (48),,
0d553855-b569-5f6d-a9c9-cebd29803e2a,tg:lhhs:14349,Items,1,isad:lh:91759,,tr:lh:4737,,90813/5a-p,M 335 / H (8),,
61f4b2df-a3b7-5637-b6a6-557b4c7bd7ea,tg:lhhs:9068,Items,1,isad:lh:89727,,tr:lh:7855,,203330,B 7307 / H (52),,
9a281a07-6c15-5dd3-a27a-9c8b13f2faaa,tg:lhhs:13176,Items,1,isad:lh:91110,S 59 / 4198,tr:lh:7870,,210573/1-180,,,
51f890f3-bb58-5774-8719-548fa0524a4c,tg:lhhs:197,Items,1,isad:lh:86090,,tr:lh:4433,,85072/1,S 935 / H (14),,
9e5e2ce0-2270-5713-8dea-45412c22367c,tg:lhhs:3465,Items,1,isad:lh:87310,,tr:lh:523,,10101/10,B 995 / H (15),,
34385711-1494-5da3-ac7f-33367fad3f8c,tg:lhhs:1458,Items,1,isad:lh:86639,,tr:lh:1954,,35607/13,A 2482 / H,,
3d0e7205-6328-5314-8f94-90c9c8766b8b,tg:lhhs:6237,Items,1,isad:lh:88432,,tr:lh:4610,,92442/13,W 79135 / H (9),,
5868f05c-9261-52fe-b32f-a0d9779f16ec,tg:lhhs:16724,Items,1,isad:lh:130413,,tr:lh:6043,,135063/a-h,W 803 / H (9 (302)),,
64c4b43a-cef4-515d-b147-0ef87ed6f841,tg:lhhs:14719,Items,1,isad:lh:92047,,tr:lh:9210,,220757/a-c,B 7307 / H (55),,
08ffbc58-0266-5757-bbaa-de8fdfa1e980,tg:lhhs:17836,Items,1,,,tr:lh:637,,12580,C 1916 / H,,
cef4367f-d53f-5a44-aed3-53b5989fe1b8,tg:lhhs:13526,Items,1,isad:lh:91370,,tr:lh:9833,,217639,B 78378 / H (5),,
04ba9a68-7831-5b28-8f0c-0d3fda2a8f2c,tg:lhhs:9438,Items,1,isad:lh:103517,,tr:lh:6261,,145438,B 7195 / H (2),,
787b572d-0416-5324-94df-089f3af2b22d,tg:lhhs:3035,Items,1,isad:lh:87281,,tr:lh:1978,,36510,B 995 / H (17),,
2462b792-37de-5a08-b75b-faacb067abaa,tg:lhhs:1008,Items,1,isad:lh:86356,,tr:lh:7529,,198059/a-w,"G 994 / H (Doos 2, map B)",,
4bc52744-415a-5445-a076-bec5cb8a10d2,tg:lhhs:3520,Items,1,isad:lh:87271,,tr:lh:1978,,36543,B 995 / H (24),,
05994a15-b56d-57a8-ba99-10e0d65142e4,tg:lhhs:6722,Items,1,isad:lh:88688,,tr:lh:9967,,130953/625,B 9324 / H (1),,
fb339c71-8c1f-58f3-b57d-e8b5b1ae6b36,tg:lhhs:7830,Items,1,isad:lh:89151,,tr:lh:4696,,89362/d-i,W 578 / H (7),,
dd1eee5c-4d93-5aec-8669-8d07a2c87f98,tg:lhhs:21142,Items,1,isad:lh:117768,,tr:lh:110344,,,R 5845 / H (7),,
5239dfee-a66c-5564-840b-bfd0d46f077e,tg:lhhs:16231,Items,1,isad:lh:123702,C 2756 / 405,tr:lh:110434,,,,,
d28a96b1-637d-5acf-a2b0-88b320bbeb72,tg:lhhs:482,Items,1,isad:lh:86261,,tr:lh:6011,,132846/1-6,D 125 / H (32),,
82992947-ea17-5be0-aea0-b7e0b149c9bb,tg:lhhs:13463,Items,1,isad:lh:91358,,tr:lh:7774,,201326/4,E 285 / B3 (Dossier Tierenteyn),,
433d17fa-bd65-579d-b379-585333a5dc7c,tg:lhhs:6688,Items,1,isad:lh:86981,,tr:lh:2803,,55446/b,D 2375 / H (3),,
973ce132-9960-55d1-a861-325aa1aa308e,tg:lhhs:3170,Items,1,isad:lh:87403,,tr:lh:1349,,22819,B 2965 / H,,
b4da8662-b9a6-5fd4-86c8-2d682eaf06e0,tg:lhhs:19594,Items,1,isad:lh:163325,,tr:lh:2030,,37949,,,
ab74e971-e40f-5460-9734-629374bbccab,tg:lhhs:6372,Items,1,isad:lh:88512,,tr:lh:7333,,202756/1,W 79135 / H (11),,
6c35c829-5b68-5777-a66c-b6f43df15eba,tg:lhhs:178,Items,1,isad:lh:86084,,tr:lh:4433,,85058,S 935 / H (11),,
56adf617-3251-55f2-8c61-5bb6ceb8c347,tg:lhhs:16661,Items,1,isad:lh:120078,,tr:lh:6043,,135114,W 803 / H (7 (233)),,
34f77e19-6673-5705-8c74-c19b6b553f9b,tg:lhhs:9087,Items,1,isad:lh:151108,,tr:lh:4936,,98316,B 716 / H (2),,
f3d42f89-5c01-5111-bb0f-5dab5d57d8c9,tg:lhhs:12622,Items,1,isad:lh:91079,,tr:lh:5652,,113608,V 5135 / H (10),,
4942b16a-166d-597c-91f9-7a9e762cccff,tg:lhhs:13930,Items,1,isad:lh:91336,,tr:lh:5800,,120649/1abc,V 4165 / H (8),,
034a0533-24ad-5cc0-a887-57ad27817d48,tg:lhhs:20,Items,1,isad:lh:85975,,tr:lh:2254,,42839/1,C 2756 / H (7),,
6e329aeb-6a98-5133-a9d9-a87bbf0eeb95,tg:lhhs:2331,Items,1,isad:lh:87015,,tr:lh:2136,,40360/1-4,A 452 / H (1),,
9cd71921-311b-5380-b969-6ce2de55a5f0,tg:lhhs:7133,Items,1,isad:lh:88869,,tr:lh:4795,,95441/6,M 762 / H (3),,
9e96e83d-0b0f-56cc-b301-b50571443c33,tg:lhhs:20753,Items,1,isad:lh:175805,B 5948 / 72,tr:lh:97999,,,,,
8bc5a6db-8df6-55ee-b8b9-3d6c61b2de68,tg:lhhs:17420,Items,1,isad:lh:86317,,tr:lh:5999,,131638/1-9,D 125 / H (28),,
da8cad47-0a18-5aa6-9e5b-85e2a002d44e,tg:lhhs:12272,Items,1,isad:lh:90921,,tr:lh:4789,,95767,T 176 / H (26),,
cd0e5fa6-cb75-5964-80c4-93bf5dcf71d7,tg:lhhs:7099,Items,1,isad:lh:88842,,tr:lh:4268,,82788/36,M 1529 / H (13),,
9dc8a665-43c7-527d-94a7-2e44f42f29ca,tg:lhhs:2761,Items,1,isad:lh:86338,,tr:lh:5778,,119491/a-h,R 5845 / H (3),,
e56a9913-dee5-53c2-b985-bf144f4e8574,tg:lhhs:3873,Items,1,isad:lh:87584,,tr:lh:1,,3,C 34 / H (1),,
ac982c6e-785b-55c3-91f0-f31a91095660,tg:lhhs:7563,Items,1,isad:lh:86792,,tr:lh:5777,,118969/1a-h,W 555 / H (10),,
e04cf427-2209-586f-9b8c-e8b41bfffb6e,tg:lhhs:17070,Items,1,isad:lh:135876,L 5335 / 62,tr:lh:6395,,149606,,,
30a2416a-3931-5abc-826f-8ae67592941f,tg:lhhs:12788,Items,1,isad:lh:89796,S 59 / 4106,tr:lh:7870,,211391/1-31,,,
e18e5ccc-ecde-5375-9dbc-8de1017b111b,tg:lhhs:8696,Items,1,isad:lh:89582,,tr:lh:5436,,106815/3a-c,V 8735 / H,,
7d7eb780-6471-5aae-9f92-fd9f2dff371f,tg:lhhs:20303,Items,1,isad:lh:173498,,tr:lh:3587,,69818,,,
b6aded6a-aadd-5fd6-8bb0-3c6648443af7,tg:lhhs:9984,Items,1,isad:lh:90070,,tr:lh:1228,,21269,B 8023 / H,,
4e46a857-48e9-5b2f-b4f2-f0d2eb3bbdc1,tg:lhhs:15763,Items,1,isad:lh:120344,,tr:lh:5904,,127468/a-c,W 803 / H (2 (80)),,
d8c3f3f6-ab14-5cac-90f1-66d345509cda,tg:lhhs:5270,Items,1,isad:lh:88167,,,,4488/1,C 34 / H (76),,
a01b98cd-950c-5971-9496-5e938313d431,tg:lhhs:4898,Items,1,isad:lh:88019,,tr:lh:2349,,44907,C 349 / H (3),,
4ba4eb02-7e3a-582a-9da9-4ef4720903b7,tg:lhhs:18151,Items,1,isad:lh:130659,,tr:lh:9427,,,W 803 / H (27),,
4a11123d-d73e-5c75-b4af-07fd9e475163,tg:lhhs:15299,Items,1,,,tr:lh:2869,,57385,,,
6c0f61f6-e0be-5261-a6e3-302c15ab2aef,tg:lhhs:10561,Items,1,isad:lh:154891,,,,196625,H 498 / H (1),,
4671ad08-09b7-5ef7-860c-5e23cbfa61e1,tg:lhhs:8442,Items,1,isad:lh:142037,,tr:lh:3461,,68202,,,
3baf1c18-d62a-5f16-92c0-b28ca22d86da,tg:lhhs:15333,Items,1,isad:lh:86220,,tr:lh:4456,,85945/4a-f,D 125 / H (29),,
3ec13285-99dc-5cbb-8ffe-0f9d49e76688,tg:lhhs:4932,Items,1,isad:lh:88035,,tr:lh:7412,,196512/1 A - G,Z 3165 / H,,
bfa6aa42-0eeb-5c82-8ad3-e6d31fe88e4f,tg:lhhs:5620,Items,1,isad:lh:88270,,tr:lh:4456,,86071/1,V 1521 / H (9),,
810972bb-2eca-5221-9d30-64ba6845cc4b,tg:lhhs:18501,Items,1,isad:lh:154505,,tr:lh:6005,,,,,
06378480-050a-5a27-befc-826134a9472a,tg:lhhs:20587,Items,1,isad:lh:175041,,tr:lh:140162,,,,,
f62f6d64-64af-5874-a907-6ae7fc6af5ca,tg:lhhs:10131,Items,1,isad:lh:89990,,tr:lh:2857,,56546,W 353 / H (11),,
7bba0ac8-f2cf-579c-9dd1-925b32e4461a,tg:lhhs:8012,Items,1,isad:lh:89295,,tr:lh:2986,,60127/79a-k,W 3955 / H (3),,
f8bab113-0711-5782-9be1-70cf9cdb92eb,tg:lhhs:10998,Items,1,isad:lh:90142,,tr:lh:2857,,56546,W 353 / H (8),,
c372a1b1-81e5-5da4-a28e-75b492f39614,tg:lhhs:656,Items,1,isad:lh:86225,,tr:lh:6845,,169111/1a - h,"G 994 / H (Doos 12, map C)",,
dbe01263-01bd-551e-91b2-d50d03add99c,tg:lhhs:14172,Items,1,isad:lh:91644,,tr:lh:9846,,218472,B 917 / H (18),,
69bd5c4f-2582-59d0-a973-7b5490235a9b,tg:lhhs:4461,Items,1,isad:lh:87806,,tr:lh:3672,,71071/303,B 675 / H (4),,
00e0cefb-cedd-5ccb-9cc9-713e213bb7c3,tg:lhhs:1399,Items,1,isad:lh:162417,,tr:lh:2682,,53165/1-130,A 2335 / H (5),,
3417f204-db48-5aff-bae7-64eef1a9fbb7,tg:lhhs:18852,Items,1,isad:lh:156029,,tr:lh:7601,,198768,,,
51ecda09-22ce-52f2-8059-0b80e6b7ee57,tg:lhhs:19740,Items,1,,,tr:lh:3844,,73858/3,,,
089d60d9-d4f9-52e5-8c7e-912394db8896,tg:lhhs:1663,Items,1,isad:lh:86709,,tr:lh:6411,,150869/1b-f,W 256 / B2 (Periode Westerlinck; 1945-1968 (2)),,
72671214-1ef7-5708-b49d-ebb5e97e224b,tg:lhhs:9253,Items,1,isad:lh:89771,,tr:lh:325,,6943,K 314 / H (3),,
36b94598-3604-5318-8a16-2cf16f578eb6,tg:lhhs:14488,Items,1,isad:lh:91818,,tr:lh:9062,,219168,M 595 / H,,
b9310d77-e197-55c1-8053-8bea706cc1bb,tg:lhhs:11370,Items,1,isad:lh:90628,,tr:lh:5510,,114039/6,L 2054 / H (1),,
ac00947a-57fa-53ec-b2a6-79af27958b01,tg:lhhs:206,Items,1,isad:lh:86094,,tr:lh:4433,,85052,S 935 / H (17),,
b500e4dd-66a1-5472-9e3a-d3bdb14070f2,tg:lhhs:4031,Items,1,isad:lh:87684,,tr:lh:1522,,28206/3,B 4805 / H,,
ac3328ce-9052-5c82-b1eb-de0ac02df012,tg:lhhs:19310,Items,1,isad:lh:160368,,tr:lh:4078,,78385/1-2,,,
f2cba726-8bde-5110-94ad-1e03eddd0e4c,tg:lhhs:1233,Items,1,isad:lh:86476,,,,J264/15/15,A 1849 / H,,
6e8c8ea2-e5e8-597d-9fdd-dbd69cfd6e59,tg:lhhs:10832,Items,1,isad:lh:90140,,tr:lh:2857,,56546,W 353 / H (3),,
11faceeb-9f94-577b-b42b-3c6a3c6d1cfb,tg:lhhs:8911,Items,1,isad:lh:89686,,tr:lh:7855,,203194,B 7307 / H (18),,
1da53a01-d2fa-5517-ba02-696a5bd00f30,tg:lhhs:9603,Items,1,isad:lh:89391,,tr:lh:7333,,202812/9a-c,R 564 / H (3),,
6930a00c-0d7d-5a6a-a193-1c944dda643a,tg:lhhs:11720,Items,1,isad:lh:172304,,tr:lh:7770,,201402,A 45005 / H (2),,
fc6af9bf-b225-55f7-b7bf-29c3e729968d,tg:lhhs:2809,Items,1,isad:lh:87297,,tr:lh:594,,11367/35a-k,B 365 / H (3),,
6cb31974-e19a-5897-8318-12bb87a562de,tg:lhhs:18917,Items,1,isad:lh:156552,,tr:lh:7601,,198748,G 9947 / H (7),,
8334513b-2db4-5ea3-b0bd-b429b54f41d5,tg:lhhs:1726,Items,1,isad:lh:86726,,tr:lh:6411,,150909/5a-e,W 256 / B2 (Periode Westerlinck; 1945-1968 (3)),,
d0b0c64f-558f-5f93-8a08-3a3392eb13ed,tg:lhhs:19605,Items,1,,,,,,AA 54 / H,,
93952e38-cc54-5abc-aefc-09c2ae8619fa,tg:lhhs:11235,Items,1,isad:lh:90143,,tr:lh:2857,,56546,W 353 / H (2),,
f58668c0-2941-5217-b5d9-5bf83c0f78e9,tg:lhhs:20991,Items,1,isad:lh:180825,B 708 / 2353,tr:lh:3032,,,,,
