ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Description Type,Description Language,Description
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_MaterialRecords,tg:mmbdc:38,1,,,,,,,99261f7e-2bb0-5100-ba1f-eedeb67e816f,tg:mmbdc:38_#1,"[{""resourceId"": ""99261f7e-2bb0-5100-ba1f-eedeb67e816f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5411f137-5495-475d-b715-15ab294a3a37"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/90d4aae4-f547-5cc7-a03a-1211a0b50dee,object identifier,tg:mmbdc:116,record identifiers,MMB.A.1621,constructed titles,Visitekaartje: 'Fabrique & dépôt filigrane Emile Forte Gênes',Dutch (language),Documenten,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_MaterialRecords,tg:mmbdc:116,1,,,,,,,78113b5e-98ce-55a7-b162-97ee1f68c18e,tg:mmbdc:116_#1,"[{""resourceId"": ""78113b5e-98ce-55a7-b162-97ee1f68c18e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3260399d-d872-403a-bb4e-b02ec3cb9ecb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/92dc80d1-5388-5313-93c1-582e99f23e9f,object identifier,tg:mmbdc:78,record identifiers,MMB.A.1470,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_MaterialRecords,tg:mmbdc:78,1,,,,,,,ac173f3e-8686-522f-822f-65da8b62f45c,tg:mmbdc:78_#1,"[{""resourceId"": ""ac173f3e-8686-522f-822f-65da8b62f45c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""74594884-267d-48a4-a7b4-4f2d230e4365"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/93e90445-472a-5e69-8889-bb123cb5d599,object identifier,tg:mmbdc:72,record identifiers,MMB.A.1463,constructed titles,Uitgaven Sint Henricusstichting 1904-1905,Dutch (language),Documenten,,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_MaterialRecords,tg:mmbdc:72,1,,,,,,,453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,"[{""resourceId"": ""453127f6-9b63-5d18-8c75-088d79912275"", ""ontologyProperty"": """", ""resourceXresourceId"": ""856f62c9-d349-45e5-a64e-4851a2cf69bc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/944778d9-1aa3-57cc-8c2b-1530d4636715,object identifier,tg:mmbdc:162,record identifiers,MMB.A.2519,constructed titles,Omslag voor tekeningen,Dutch (language),Documenten,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_MaterialRecords,tg:mmbdc:162,1,,,,,,,385568ec-d7be-5d72-bd98-8a807a57f5e4,tg:mmbdc:162_#1,"[{""resourceId"": ""385568ec-d7be-5d72-bd98-8a807a57f5e4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f307e09-ccfa-4273-8398-94e0cc0153fc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/969cb11b-cb9b-5e7f-8942-b598386487cc,object identifier,tg:mmbdc:97,record identifiers,MMB.A.1519,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_MaterialRecords,tg:mmbdc:97,1,,,,,,,40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,"[{""resourceId"": ""40826350-1b02-5180-ac0b-493757181ae6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5f923823-55c1-4826-95fc-6f7a837abc33"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/975f495e-f7bc-5fad-a859-5f17f3ef3684,object identifier,tg:mmbdc:112,record identifiers,MMB.A.1616,constructed titles,Rekening van Jules Joris aan Alphonse Cols,Dutch (language),Documenten,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_MaterialRecords,tg:mmbdc:112,1,,,,,,,ad3e5605-4fcb-57b3-99cf-4315b9fc8f11,tg:mmbdc:112_#1,"[{""resourceId"": ""ad3e5605-4fcb-57b3-99cf-4315b9fc8f11"", ""ontologyProperty"": """", ""resourceXresourceId"": ""598c0341-c820-4ce2-9a30-e6ab2647d341"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
985e1f42-413d-5bf4-aad8-e503c79c145a,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/985e1f42-413d-5bf4-aad8-e503c79c145a,object identifier,tg:mmbdc:50,record identifiers,MMB.A.1296,constructed titles,Notitie: was geplakt op de binnenzijde van de deuren van de wandkasten in zaal 8/Salon Lodewijk XVI,Dutch (language),Documenten,descriptive note,Nederlands,Wandkasten: aangekocht 1890 van Georgina Clavareau-Van Sprangh in Doornik
985e1f42-413d-5bf4-aad8-e503c79c145a,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
985e1f42-413d-5bf4-aad8-e503c79c145a,e73_MaterialRecords,tg:mmbdc:50,1,,,,,,,7822590f-8f95-5a0c-8189-b382946f3e22,tg:mmbdc:50_#1,"[{""resourceId"": ""7822590f-8f95-5a0c-8189-b382946f3e22"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5ba817fb-1d07-48cd-a0fa-227cc19785b5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,object identifier,tg:mmbdc:156,record identifiers,MMB.A.2495,constructed titles,Foto's van collectiestukken,Dutch (language),Documenten,descriptive note,Nederlands,Genummerd P 1 - P 10
9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,e73_MaterialRecords,tg:mmbdc:156,1,,,,,,,d3868d11-8b8d-5408-aea7-07b014f4cc2f,tg:mmbdc:156_#1,"[{""resourceId"": ""d3868d11-8b8d-5408-aea7-07b014f4cc2f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c437e03-6109-4062-a62b-ac552f4a28fd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,object identifier,tg:mmbdc:17,record identifiers,MMB.A.1205,constructed titles,Bidprentje Ferdinand du Bois d'Aische,Dutch (language),Documenten,,,
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,e73_MaterialRecords,tg:mmbdc:17,1,,,,,,,aa5b4284-4130-5738-b75b-41e78516e517,tg:mmbdc:17_#1,"[{""resourceId"": ""aa5b4284-4130-5738-b75b-41e78516e517"", ""ontologyProperty"": """", ""resourceXresourceId"": ""34170ba9-7d33-4843-845d-099719f161b7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
9c409e7c-ec60-575a-bf76-073097852c86,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/9c409e7c-ec60-575a-bf76-073097852c86,object identifier,tg:mmbdc:106,record identifiers,MMB.A.1558,constructed titles,Visitekaartje 'Mr & Mme Van Reeth-Genicot & Famille',Dutch (language),Documenten,,,
9c409e7c-ec60-575a-bf76-073097852c86,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
9c409e7c-ec60-575a-bf76-073097852c86,e73_MaterialRecords,tg:mmbdc:106,1,,,,,,,f8bd3003-7f70-5219-8c4b-447da7801fef,tg:mmbdc:106_#1,"[{""resourceId"": ""f8bd3003-7f70-5219-8c4b-447da7801fef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e26cd7a7-3355-48fb-89c9-156e599ffa8e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
9e60796d-39b4-5c78-a699-b150df0da6ca,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/9e60796d-39b4-5c78-a699-b150df0da6ca,object identifier,tg:mmbdc:10,record identifiers,MMB.A.1198,constructed titles,Doodsbrief Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
9e60796d-39b4-5c78-a699-b150df0da6ca,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
9e60796d-39b4-5c78-a699-b150df0da6ca,e73_MaterialRecords,tg:mmbdc:10,1,,,,,,,39634300-2e08-57c7-86c1-c80ade0e45e4,tg:mmbdc:10_#1,"[{""resourceId"": ""39634300-2e08-57c7-86c1-c80ade0e45e4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1608b871-631d-485b-8049-e9d71f08791e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
a186e0f7-a2b1-5c33-b76c-19874b8fa52c,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a186e0f7-a2b1-5c33-b76c-19874b8fa52c,object identifier,tg:mmbdc:84,record identifiers,MMB.A.1478,constructed titles,Notitie: werking Sint Henricusstichting 1915-1916,Dutch (language),Documenten,,,
a186e0f7-a2b1-5c33-b76c-19874b8fa52c,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
a186e0f7-a2b1-5c33-b76c-19874b8fa52c,e73_MaterialRecords,tg:mmbdc:84,1,,,,,,,c6003b5b-752b-55a3-a09b-3eacaecf40fc,tg:mmbdc:84_#1,"[{""resourceId"": ""c6003b5b-752b-55a3-a09b-3eacaecf40fc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3086a1bc-a725-44f1-bf46-cab724fac885"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
a1fd1a6e-f524-5288-9021-ee6b2fc15c48,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a1fd1a6e-f524-5288-9021-ee6b2fc15c48,object identifier,tg:mmbdc:61,record identifiers,MMB.A.1369,constructed titles,"Overeenkomst tussen Henriëtte Mayer van den Bergh en A. Brouwers, Moeder Overste van het Sint Camillus gesticht voor de huur van kamers",Dutch (language),Documenten,,,
a1fd1a6e-f524-5288-9021-ee6b2fc15c48,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
a1fd1a6e-f524-5288-9021-ee6b2fc15c48,e73_MaterialRecords,tg:mmbdc:61,1,,,,,,,7c720b83-9b7a-5caa-b0a2-8c4f03bda5bf,tg:mmbdc:61_#1,"[{""resourceId"": ""7c720b83-9b7a-5caa-b0a2-8c4f03bda5bf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8ebae0b6-7b72-46a0-a862-6c2b1f0e88d8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
a34674cd-e662-5474-924d-c80290414a0f,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a34674cd-e662-5474-924d-c80290414a0f,object identifier,tg:mmbdc:167,record identifiers,MMB.A.2552,constructed titles,Balboekje van Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
a34674cd-e662-5474-924d-c80290414a0f,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
a34674cd-e662-5474-924d-c80290414a0f,e73_MaterialRecords,tg:mmbdc:167,1,,,,,,,b3190c4b-e2d5-5f49-9d6a-6d3bab05282e,tg:mmbdc:167_#1,"[{""resourceId"": ""b3190c4b-e2d5-5f49-9d6a-6d3bab05282e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f73e7f8c-b14f-4f49-b65e-504dac8f1fb4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
a494d4ad-3977-5bd9-b944-005e4afa15be,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a494d4ad-3977-5bd9-b944-005e4afa15be,object identifier,tg:mmbdc:113,record identifiers,MMB.A.1617,constructed titles,Uitnodiging 'Oeuvre de l'Archange Raphaël pour la protection des émigrants de toutes les nationalités',Dutch (language),Documenten,descriptive note,Nederlands,"""Causerie littéraire par Monsieur Gaston della Faille de Leverghem, dans la salle 1er étage de la Maison des Rois Mages, rue de l'Hôpital 10"""
a494d4ad-3977-5bd9-b944-005e4afa15be,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
a494d4ad-3977-5bd9-b944-005e4afa15be,e73_MaterialRecords,tg:mmbdc:113,1,,,,,,,85ae7137-f532-57c0-b555-7735245bd5bf,tg:mmbdc:113_#1,"[{""resourceId"": ""85ae7137-f532-57c0-b555-7735245bd5bf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0163351d-bc1d-43cd-b040-6ba6d8db80fd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
a5c8f42a-18aa-5603-bfe4-e31872c63d32,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a5c8f42a-18aa-5603-bfe4-e31872c63d32,object identifier,tg:mmbdc:59,record identifiers,MMB.A.1363,constructed titles,Reglement van inwendige orde van de Sint Henricusstichting,Dutch (language),Documenten,,,
a5c8f42a-18aa-5603-bfe4-e31872c63d32,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
a5c8f42a-18aa-5603-bfe4-e31872c63d32,e73_MaterialRecords,tg:mmbdc:59,1,,,,,,,926ae845-ce4c-53c4-834e-c655edd31184,tg:mmbdc:59_#1,"[{""resourceId"": ""926ae845-ce4c-53c4-834e-c655edd31184"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d6d11bf-60f8-4ab3-98c4-4bc192e902dd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
a6219f25-033c-593f-90d8-efb505fc4bb8,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a6219f25-033c-593f-90d8-efb505fc4bb8,object identifier,tg:mmbdc:77,record identifiers,MMB.A.1469,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
a6219f25-033c-593f-90d8-efb505fc4bb8,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
a6219f25-033c-593f-90d8-efb505fc4bb8,e73_MaterialRecords,tg:mmbdc:77,1,,,,,,,42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,"[{""resourceId"": ""42d794a4-c4ab-5e7a-8e5d-7cc432c639b7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a6faec37-3d86-4bcc-b879-d63208fbae4d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
a78ed738-c87c-5d9e-a725-b616e28f4bd4,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a78ed738-c87c-5d9e-a725-b616e28f4bd4,object identifier,tg:mmbdc:107,record identifiers,MMB.A.1559,constructed titles,Notitie: adres van Jan Bauweraerts-Van Den Muyzenberg,Dutch (language),Documenten,,,
a78ed738-c87c-5d9e-a725-b616e28f4bd4,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
a78ed738-c87c-5d9e-a725-b616e28f4bd4,e73_MaterialRecords,tg:mmbdc:107,1,,,,,,,39dc7318-2b09-5a7a-9b96-6be399d98963,tg:mmbdc:107_#1,"[{""resourceId"": ""39dc7318-2b09-5a7a-9b96-6be399d98963"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d4fa716f-b130-42c4-aeae-018105f3bd06"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
aa04eb23-83e2-5fc7-97a7-3b86569e27fc,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/aa04eb23-83e2-5fc7-97a7-3b86569e27fc,object identifier,tg:mmbdc:114,record identifiers,MMB.A.1619,constructed titles,Zegel,Dutch (language),Documenten,,,
aa04eb23-83e2-5fc7-97a7-3b86569e27fc,e73_MaterialRecords,tg:mmbdc:114,1,,,,,,,a9e0d98c-8bbd-59ec-b541-dabf1533913a,tg:mmbdc:114_#1,"[{""resourceId"": ""a9e0d98c-8bbd-59ec-b541-dabf1533913a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""64e8086f-1ed7-4f17-9feb-0588824a3bb8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,object identifier,tg:mmbdc:138,record identifiers,MMB.A.2343,constructed titles,Uitnodiging: twintigste jubileum van de stichting van de kunstkring De Scalden,Dutch (language),Documenten,,,
aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,e73_MaterialRecords,tg:mmbdc:138,1,,,,,,,3299b50f-4034-5809-8a1f-7997997b6e2f,tg:mmbdc:138_#1,"[{""resourceId"": ""3299b50f-4034-5809-8a1f-7997997b6e2f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""18327c99-584d-4720-85f8-b4ed6f9ce9da"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
aaee58ac-19f5-5d12-bfdf-b182540772c9,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/aaee58ac-19f5-5d12-bfdf-b182540772c9,object identifier,tg:mmbdc:140,record identifiers,MMB.A.2420,constructed titles,Lijst: werken uit de collectie Verhaegen (borduurwerk),Dutch (language),Documenten,descriptive note,Nederlands,collectie aangekocht in Gent 1892
aaee58ac-19f5-5d12-bfdf-b182540772c9,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
aaee58ac-19f5-5d12-bfdf-b182540772c9,e73_MaterialRecords,tg:mmbdc:140,1,,,,,,,1c48a847-afc7-5397-952e-1e29afa72022,tg:mmbdc:140_#1,"[{""resourceId"": ""1c48a847-afc7-5397-952e-1e29afa72022"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d8a2f87-304c-4744-acf3-70f551a56b11"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
aba9fb3f-ece8-58e8-92b1-9a259d7ae7ae,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/aba9fb3f-ece8-58e8-92b1-9a259d7ae7ae,object identifier,tg:mmbdc:48,record identifiers,MMB.A.1288,constructed titles,Uitnodiging opening Museum Mayer van den Bergh,Dutch (language),Documenten,,,
aba9fb3f-ece8-58e8-92b1-9a259d7ae7ae,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
aba9fb3f-ece8-58e8-92b1-9a259d7ae7ae,e73_MaterialRecords,tg:mmbdc:48,1,,,,,,,db466b6c-499e-5871-ae2f-7dab2a4de216,tg:mmbdc:48_#1,"[{""resourceId"": ""db466b6c-499e-5871-ae2f-7dab2a4de216"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fb0a7fc0-42ba-493d-bde2-db1150205c30"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
afd359bf-3a32-5753-94f3-603656881eab,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/afd359bf-3a32-5753-94f3-603656881eab,object identifier,tg:mmbdc:62,record identifiers,MMB.A.1406,constructed titles,Organieke statuten van de Sint Henricusstichting (voorontwerp),Dutch (language),Documenten,,,
afd359bf-3a32-5753-94f3-603656881eab,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
afd359bf-3a32-5753-94f3-603656881eab,e73_MaterialRecords,tg:mmbdc:62,1,,,,,,,613e2555-cca9-5352-8b6c-194592251544,tg:mmbdc:62_#1,"[{""resourceId"": ""613e2555-cca9-5352-8b6c-194592251544"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c7bcd947-d8a6-4f99-bb41-fabda16159d2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b0898496-a22a-5c44-9812-6793f7a2abc6,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b0898496-a22a-5c44-9812-6793f7a2abc6,object identifier,tg:mmbdc:148,record identifiers,MMB.A.2487,proper title,"Henri Met de Bles, Paysage. Le Christ et les disciples d'Emaüs",French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1907
b0898496-a22a-5c44-9812-6793f7a2abc6,e73_ExternalRelations,tg:mmbdc:148,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0031,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b0898496-a22a-5c44-9812-6793f7a2abc6,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
b0898496-a22a-5c44-9812-6793f7a2abc6,e73_MaterialRecords,tg:mmbdc:148,1,,,,,,,3cae6da1-00c8-5157-958c-bed21e032939,tg:mmbdc:148_#1,"[{""resourceId"": ""3cae6da1-00c8-5157-958c-bed21e032939"", ""ontologyProperty"": """", ""resourceXresourceId"": ""215c6d9d-8d61-4c69-adba-4731fdc9a39d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b1294d21-96d3-50cb-9597-84bbb6b01520,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b1294d21-96d3-50cb-9597-84bbb6b01520,object identifier,tg:mmbdc:120,record identifiers,MMB.A.1652,constructed titles,Notitie in verband met de bibliotheek,Dutch (language),Documenten,,,
b1294d21-96d3-50cb-9597-84bbb6b01520,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
b1294d21-96d3-50cb-9597-84bbb6b01520,e73_MaterialRecords,tg:mmbdc:120,1,,,,,,,4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,"[{""resourceId"": ""4390c3da-4d2f-5dd2-9011-cb27126b8ed7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ebf5c8e3-4fa0-4a80-b999-090646aae5c0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b1783556-0408-58d4-9cfe-a7be7a192dc0,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b1783556-0408-58d4-9cfe-a7be7a192dc0,object identifier,tg:mmbdc:20,record identifiers,MMB.A.1208,constructed titles,Bidprentje Emil Mayer,Dutch (language),Documenten,,,
b1783556-0408-58d4-9cfe-a7be7a192dc0,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
b1783556-0408-58d4-9cfe-a7be7a192dc0,e73_MaterialRecords,tg:mmbdc:20,1,,,,,,,a8a785b2-615d-5cb3-895c-879ac3d91c7a,tg:mmbdc:20_#1,"[{""resourceId"": ""a8a785b2-615d-5cb3-895c-879ac3d91c7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""96393c6d-7328-41d7-89ed-a893572c0ba3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b383199c-2d93-59eb-8855-fa86ec97811f,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b383199c-2d93-59eb-8855-fa86ec97811f,object identifier,tg:mmbdc:95,record identifiers,MMB.A.1516,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
b383199c-2d93-59eb-8855-fa86ec97811f,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
b383199c-2d93-59eb-8855-fa86ec97811f,e73_MaterialRecords,tg:mmbdc:95,1,,,,,,,a7e666b1-8ab4-58dd-bd60-e36f1857c13c,tg:mmbdc:95_#1,"[{""resourceId"": ""a7e666b1-8ab4-58dd-bd60-e36f1857c13c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0a773760-b0b6-4e63-904b-d9482434a965"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b4601525-c7d5-5388-992f-a2745f0d1bda,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b4601525-c7d5-5388-992f-a2745f0d1bda,object identifier,tg:mmbdc:27,record identifiers,MMB.A.1215,constructed titles,Bidprentje Constantin van den Bergh,Dutch (language),Documenten,,,
b4601525-c7d5-5388-992f-a2745f0d1bda,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
b4601525-c7d5-5388-992f-a2745f0d1bda,e73_MaterialRecords,tg:mmbdc:27,1,,,,,,,4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,"[{""resourceId"": ""4f4bbd32-3cde-5475-b224-db3677001acc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""33d6b4da-0f18-4cc4-8dd0-a0c37217cfe3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,object identifier,tg:mmbdc:128,record identifiers,MMB.A.1662,constructed titles,Notitie: Oplijsting van kunstenaars,Dutch (language),Documenten,,,
b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,e73_MaterialRecords,tg:mmbdc:128,1,,,,,,,19a928ce-384c-5950-9f66-aff236631d53,tg:mmbdc:128_#1,"[{""resourceId"": ""19a928ce-384c-5950-9f66-aff236631d53"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22401f8a-14e2-4269-825f-2dfc427da082"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
